trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
246,False,"{'a': 0.006007875, 'e': 0.2294823003760679}",20,2,1.7808803936394142,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.006007875, 'e': 0.22810773265076484}",20,14,5.842378850872425,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.006007875, 'e': 0.2267413983989295}",20,10,-21.618165362044483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.006007875, 'e': 0.22538324830317705}",35,11,-14.15854021964737,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.006007875, 'e': 0.22403323334152728}",20,0,11.937824023036935,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.006007875, 'e': 0.22269130478563476}",20,0,27.410335273693534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.006007875, 'e': 0.2213574141990304}",20,15,9.921905591863485,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.006007875, 'e': 0.22003151343537283}",20,0,6.6372690811900155,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
254,False,"{'a': 0.006007875, 'e': 0.21871355463671083}",35,21,-28.203694122013285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.006007875, 'e': 0.2174034902317556}",25,12,-0.23986947202726272,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.006007875, 'e': 0.21610127293416412}",20,0,24.886729999837122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.006007875, 'e': 0.21480685574083191}",25,20,9.09603180311792,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.006007875, 'e': 0.21352019193019683}",25,6,31.564871038206796,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.006007875, 'e': 0.21224123506055254}",35,23,23.25924922956694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.006007875, 'e': 0.210969938968372}",25,7,-3.6569790331334753,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.006007875, 'e': 0.20970625776664167}",30,13,16.057476129337477,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.006007875, 'e': 0.20845014584320476}",20,16,6.10870229353338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.006007875, 'e': 0.2072015578591153}",20,12,2.0825075876797037,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.006007875, 'e': 0.20596044874700115}",25,13,7.366344365123661,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.006007875, 'e': 0.20472677370943787}",20,15,10.694007556025465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.006007875, 'e': 0.2035004882173313}",30,9,15.854388130396494,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.006007875, 'e': 0.20228154800831064}",20,6,12.855607971840646,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.006007875, 'e': 0.20106990908513048}",30,3,9.908437265843208,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.006007875, 'e': 0.1998655277140831}",25,8,13.623495648858334,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.006007875, 'e': 0.19866836042341965}",25,17,3.1776287115686284,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.006007875, 'e': 0.19747836400178112}",20,12,4.428869212903706,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.006007875, 'e': 0.19629549549663863}",25,0,-7.1496108180042075,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
273,False,"{'a': 0.006007875, 'e': 0.19511971221274324}",20,10,-22.783176078292282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.006007875, 'e': 0.19395097171058456}",25,3,23.70902629631939,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.006007875, 'e': 0.19278923180485924}",25,15,16.4511426507338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.006007875, 'e': 0.19163445056294798}",25,10,25.59681292861632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.006007875, 'e': 0.19048658630340234}",25,10,26.11140484063781,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.006007875, 'e': 0.18934559759443995}",25,15,4.250129222727329,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.006007875, 'e': 0.18821144325244926}",30,13,-27.14510390712677,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.006007875, 'e': 0.18708408234050286}",30,13,31.584431761681053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.006007875, 'e': 0.18596347416688006}",25,10,26.24514760226046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.006007875, 'e': 0.1848495782835979}",30,15,23.579011231374615,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.006007875, 'e': 0.18374235448495146}",25,13,19.317033862194968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.006007875, 'e': 0.1826417628060625}",25,19,0.22239584698409764,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.006007875, 'e': 0.18154776352143684}",20,9,9.382812782963116,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.006007875, 'e': 0.18046031714353075}",20,16,8.594406757158106,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.006007875, 'e': 0.1793793844213254}",30,12,16.917381040060004,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.006007875, 'e': 0.17830492633891032}",25,15,15.002645311760627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.006007875, 'e': 0.17723690411407486}",25,11,24.326567749261287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.006007875, 'e': 0.17617527919690876}",30,12,18.462486451301444,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.006007875, 'e': 0.17512001326841026}",20,16,8.565836883424605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.006007875, 'e': 0.17407106823910334}",20,0,2.7574610890313447,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
293,False,"{'a': 0.006007875, 'e': 0.1730284062476627}",20,5,0.44977477642594055,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.006007875, 'e': 0.1719919896595472}",20,7,20.72257110347744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.006007875, 'e': 0.17096178106564153}",30,22,16.2654352909487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.006007875, 'e': 0.16993774328090588}",20,7,10.625039305321039,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.006007875, 'e': 0.1689198393430337}",20,14,12.874019991769877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.006007875, 'e': 0.16790803251111772}",20,2,-27.220622122261954,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.006007875, 'e': 0.16690228626432355}",25,18,0.5985497118433196,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.006007875, 'e': 0.16590256430057185}",25,19,11.028077765896281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.006007875, 'e': 0.16490883053522756}",30,15,25.098345866832307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.006007875, 'e': 0.16392104909979785}",20,12,14.475220523252203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.006007875, 'e': 0.1629391843406371}",20,16,7.063250686257363,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.006007875, 'e': 0.16196320081766039}",25,17,13.458723966849126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.006007875, 'e': 0.16099306330306384}",30,11,13.343814935470338,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.006007875, 'e': 0.16002873678005358}",20,12,15.177084633359106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.006007875, 'e': 0.15907018644158127}",20,1,26.884734042687178,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.006007875, 'e': 0.15811737768908835}",20,2,27.395120086378427,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.006007875, 'e': 0.15717027613125667}",20,10,15.523472845202306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.006007875, 'e': 0.1562288475827675}",20,11,7.650537415788712,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.006007875, 'e': 0.1552930580630676}",20,6,27.0686167344904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.006007875, 'e': 0.15436287379514238}",30,9,-9.198563086342688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.006007875, 'e': 0.1534382612042972}",30,10,33.93306503445806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.006007875, 'e': 0.15251918691694516}",25,20,10.459529872726973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.006007875, 'e': 0.15160561775940262}",20,13,1.496781886675226,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.006007875, 'e': 0.15069752075669174}",20,1,-8.940078636348863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.006007875, 'e': 0.1497948631313504}",20,15,7.669227538730072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.006007875, 'e': 0.1488976123022489}",20,3,13.484759026468506,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.006007875, 'e': 0.14800573588341423}",25,11,27.689010159187813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.006007875, 'e': 0.14711920168286077}",30,17,-19.303814212675974,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.006007875, 'e': 0.14623797770142863}",30,17,25.030842129138883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.006007875, 'e': 0.14536203213162846}",30,24,13.583386353865455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.006007875, 'e': 0.1444913333564935}",30,7,6.244877786346339,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.006007875, 'e': 0.14362584994843824}",25,11,23.233247836424052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.006007875, 'e': 0.1427655506681242}",25,14,-31.984540015568157,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.006007875, 'e': 0.14191040446333228}",20,16,8.427996887503205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.006007875, 'e': 0.1410603804678419}",20,16,8.448017926339235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.006007875, 'e': 0.14021544800031688}",20,8,8.002440356399802,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.006007875, 'e': 0.13937557656319824}",20,9,-20.862923926224333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.006007875, 'e': 0.13854073584160306}",20,14,12.159173311448294,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.006007875, 'e': 0.13771089570223058}",25,19,11.670914678609039,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.006007875, 'e': 0.13688602619227425}",25,0,28.372564801665945,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.006007875, 'e': 0.13606609753834087}",20,8,18.554271933696118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.006007875, 'e': 0.13525108014537573}",25,7,-60.374699983075466,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
335,False,"{'a': 0.006007875, 'e': 0.1344409445955946}",25,0,21.685894756271264,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
336,False,"{'a': 0.006007875, 'e': 0.13363566164742163}",30,6,37.904458715701814,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.006007875, 'e': 0.1328352022344341}",25,0,29.901454963447268,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.006007875, 'e': 0.1320395374643131}",20,12,14.572084827421975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.006007875, 'e': 0.13124863861780098}",25,15,19.737018044326835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.006007875, 'e': 0.13046247714766435}",25,16,17.351496558183914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.006007875, 'e': 0.1296810246776639}",20,16,8.132143323656978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.006007875, 'e': 0.12890425300153013}",30,22,2.8988589025324494,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.006007875, 'e': 0.12813213408194538}",20,14,10.048698382992612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.006007875, 'e': 0.1273646400495315}",20,16,7.758617844962744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.006007875, 'e': 0.12660174320184425}",30,13,16.151088260379552,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.006007875, 'e': 0.12584341600237317}",20,4,27.31476792903254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.006007875, 'e': 0.12508963107954787}",25,11,11.805310054691896,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.006007875, 'e': 0.12434036122574987}",30,14,-14.422389047121346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.006007875, 'e': 0.1235955793963306}",35,17,28.50039247821338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.006007875, 'e': 0.1228552587086352}",20,16,5.21208530614688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.006007875, 'e': 0.12211937244103244}",20,8,20.486938858152687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.006007875, 'e': 0.12138789403194984}",25,9,23.668890273963076,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.006007875, 'e': 0.1206607970789152}",20,10,19.783357330066725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.006007875, 'e': 0.11993805533760346}",20,14,-30.80074109217068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.006007875, 'e': 0.11921964272088965}",20,15,11.283728179417679,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.006007875, 'e': 0.11850553329790697}",20,3,14.940465300687944,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.006007875, 'e': 0.11779570129311107}",20,16,8.340209763003951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.006007875, 'e': 0.11709012108534947}",20,3,19.741296341580725,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.006007875, 'e': 0.11638876720693712}",20,8,2.7362777131994633,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.006007875, 'e': 0.11569161434273677}",20,15,-2.408702173757801,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.006007875, 'e': 0.1149986373292454}",20,7,24.483263510971216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.006007875, 'e': 0.11430981115368605}",25,13,25.364239089483647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.006007875, 'e': 0.11362511095310482}",20,8,22.882465663661748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.006007875, 'e': 0.11294451201347348}",20,0,23.3087021888651,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.006007875, 'e': 0.11226798976879748}",25,16,15.875185978367115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.006007875, 'e': 0.11159551980022936}",20,16,8.268522759408643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.006007875, 'e': 0.11092707783518704}",20,0,-14.362274475781135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.006007875, 'e': 0.11026263974647803}",25,0,40.40023666225903,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.006007875, 'e': 0.10960218155142833}",35,19,24.189794515083054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.006007875, 'e': 0.10894567941101704}",25,6,35.819011465944,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.006007875, 'e': 0.10829310962901564}",20,14,12.275880955091901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.006007875, 'e': 0.1076444486511328}",20,0,20.60945447960688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
373,False,"{'a': 0.006007875, 'e': 0.10699967306416415}",20,0,-32.551155791826716,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
374,False,"{'a': 0.006007875, 'e': 0.10635875959514739}",20,12,12.72871879219348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.006007875, 'e': 0.10572168511052192}",25,20,11.143492971560764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.006007875, 'e': 0.10508842661529408}",20,0,22.707650349500113,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.006007875, 'e': 0.10445896125220706}",20,0,26.87391362002761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.006007875, 'e': 0.10383326630091602}",25,16,3.5608673252128504,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.006007875, 'e': 0.10321131917716775}",25,16,16.629635943391598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.006007875, 'e': 0.1025930974319857}",20,10,16.46613858731283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.006007875, 'e': 0.10197857875085961}",30,20,21.00205399486979,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.006007875, 'e': 0.10136774095294018}",20,1,12.550667435509885,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.006007875, 'e': 0.10076056199023828}",35,24,20.515897409635627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.006007875, 'e': 0.10015701994682927}",25,13,21.82948196932694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.006007875, 'e': 0.09955709303806184}",25,0,21.7208776426688,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.006007875, 'e': 0.09896075960977196}",25,13,23.280825140402715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.006007875, 'e': 0.09836799813750094}",25,9,-12.90447692495749,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.006007875, 'e': 0.09777878722571863}",25,16,13.69108628942401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.006007875, 'e': 0.09719310560705137}",20,16,5.872223672171154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.006007875, 'e': 0.09661093214151402}",20,14,0.18904126773104935,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.006007875, 'e': 0.09603224581574711}",20,8,25.980912099495285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.006007875, 'e': 0.09545702574225831}",25,3,-13.131335246538633,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.006007875, 'e': 0.09488525115866864}",25,18,12.89671206295939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.006007875, 'e': 0.09431690142696281}",25,4,28.411166769120555,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.006007875, 'e': 0.09375195603274449}",25,2,-9.476530335288388,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
396,False,"{'a': 0.006007875, 'e': 0.0931903945844957}",25,12,-20.70228757254287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.006007875, 'e': 0.09263219681284107}",30,14,9.626485354031281,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
398,False,"{'a': 0.006007875, 'e': 0.09207734256981585}",25,8,21.990099339553275,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.006007875, 'e': 0.09152581182813894}",20,2,23.330863978707463,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.006007875, 'e': 0.09097758468048985}",20,10,15.518047561499824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.006007875, 'e': 0.09043264133879035}",25,0,-3.1987352721049014,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
402,False,"{'a': 0.006007875, 'e': 0.08989096213349002}",35,23,11.532868164757582,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.006007875, 'e': 0.08935252751285634}",30,0,21.67637713953502,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
404,False,"{'a': 0.006007875, 'e': 0.08881731804226904}",30,20,20.913452596990748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.006007875, 'e': 0.08828531440351867}",30,19,18.981178434433453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.006007875, 'e': 0.08775649739410908}",20,0,5.9190031552209925,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
407,False,"{'a': 0.006007875, 'e': 0.08723084792656453}",25,14,18.88000607584335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.006007875, 'e': 0.08670834702774059}",30,0,46.46319319457403,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.006007875, 'e': 0.08618897583813954}",25,13,20.765806695517888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.006007875, 'e': 0.08567271561122933}",20,2,23.308938219567853,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.006007875, 'e': 0.08515954771276708}",25,10,27.525988423772166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.006007875, 'e': 0.08464945362012666}",25,0,24.41598983829792,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.006007875, 'e': 0.08414241492162974}",20,7,9.991225170502018,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.006007875, 'e': 0.08363841331588155}",25,15,21.46709770050271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.006007875, 'e': 0.08313743061111012}",25,11,24.75944386226828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.006007875, 'e': 0.08263944872450983}",20,4,-20.843686336123074,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.006007875, 'e': 0.08214444968158847}",25,16,13.477414060998326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.006007875, 'e': 0.08165241561551867}",20,3,12.587972113989794,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.006007875, 'e': 0.08116332876649286}",20,12,17.349432319162148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.006007875, 'e': 0.08067717148108239}",25,10,26.76899594684995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.006007875, 'e': 0.08019392621160018}",25,1,37.26765856778688,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.006007875, 'e': 0.0797135755154674}",20,5,-3.5079612685835375,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.006007875, 'e': 0.07923610205458388}",20,8,23.02619471272223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.006007875, 'e': 0.0787614885947024}",35,25,19.871600581022115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.006007875, 'e': 0.07828971800480644}",30,1,48.56092559506768,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
