trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
131,False,"{'a': 0.006007875, 'e': 0.4579369582886291}",25,14,-28.146185515540683,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.006007875, 'e': 0.4551939782764215}",20,6,-34.097371047229345,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
133,False,"{'a': 0.006007875, 'e': 0.45246742834091147}",25,0,-68.53135321759213,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
134,False,"{'a': 0.006007875, 'e': 0.44975721006817737}",25,0,-34.77307352283418,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.006007875, 'e': 0.44706322563378337}",25,0,-97.41303853384584,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
136,False,"{'a': 0.006007875, 'e': 0.4443853777992488}",20,5,-91.61568066462631,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
137,False,"{'a': 0.006007875, 'e': 0.4417235699085382}",30,0,-108.11188388262352,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
138,False,"{'a': 0.006007875, 'e': 0.43907770588457257}",20,0,-32.15486608540548,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
139,False,"{'a': 0.006007875, 'e': 0.4364476902257616}",30,7,16.28120647709205,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.006007875, 'e': 0.43383342800255636}",30,0,-31.500989123558046,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
141,False,"{'a': 0.006007875, 'e': 0.4312348248540232}",30,3,-73.07182502515663,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 2}",1
142,False,"{'a': 0.006007875, 'e': 0.42865178698443734}",25,0,-60.05525702654912,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
143,False,"{'a': 0.006007875, 'e': 0.42608422115989797}",25,7,17.9957409490907,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.006007875, 'e': 0.4235320347049623}",20,12,13.590457287178404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.006007875, 'e': 0.42099513549930107}",25,11,-36.57536649474742,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.006007875, 'e': 0.4184734319743731}",25,3,-43.132862457930884,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
147,False,"{'a': 0.006007875, 'e': 0.41596683311012034}",25,3,-65.845007154287,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
148,False,"{'a': 0.006007875, 'e': 0.4134752484316825}",30,18,-5.576913253541454,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.006007875, 'e': 0.41099858800613137}",25,12,10.323566763806644,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.006007875, 'e': 0.40853676243922477}",20,0,-19.598197796601895,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
151,False,"{'a': 0.006007875, 'e': 0.4060896828721798}",20,0,-51.90940876897189,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
152,False,"{'a': 0.006007875, 'e': 0.4036572609784656}",30,0,-96.96051586696585,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
153,False,"{'a': 0.006007875, 'e': 0.4012394089606153}",20,15,-0.09661560987417928,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.006007875, 'e': 0.3988360395470566}",20,7,-60.76484482674868,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
